Population Size,Generations,Mutation Rate,Crossover Rate,Tournament Size,Avg Best Distance,Min Best Distance,Max Best Distance,Std Dev Best Distance,Avg Execution Time
5000,1090,0.05,0.1,3,8686.27,8686.27,8686.27,,141.72
5000,1113,0.1,0.1,10,10505.57,10505.57,10505.57,,138.22
5000,1153,0.01,0.1,8,9463.64,9463.64,9463.64,,126.72
5000,1178,0.05,0.1,2,8663.96,8663.96,8663.96,,159.99
5000,1181,0.01,0.1,5,8530.92,8530.92,8530.92,,121.96
5000,1186,0.1,0.1,5,9971.7,9971.7,9971.7,,132.02
5000,1218,0.01,0.1,3,8480.26,8480.26,8480.26,,120.23
5000,1234,0.01,0.5,10,8174.4,8174.4,8174.4,,200.67
5000,1251,0.05,0.1,3,8498.32,8498.32,8498.32,,126.0
5000,1315,0.01,1.0,2,8806.24,8806.24,8806.24,,270.68
5000,1341,0.01,0.1,2,9258.64,9258.64,9258.64,,133.49
5000,1446,0.1,0.1,8,11030.53,11030.53,11030.53,,178.33
5000,1544,0.05,1.0,2,13946.82,13946.82,13946.82,,316.31
5000,1560,0.1,0.1,3,11106.01,11106.01,11106.01,,164.08
5000,1603,0.1,0.1,10,10772.39,10772.39,10772.39,,204.56
5000,1709,0.05,0.1,2,8345.32,8345.32,8345.32,,165.06
5000,1743,0.1,0.1,5,10435.84,10435.84,10435.84,,204.6
5000,2052,0.1,0.1,2,14504.15,14504.15,14504.15,,200.64
